18.05.2022 05:28:35,22,33,75,Male,Polnosc
18.05.2022 06:28:35,31,5,68,Male,Poludnie
18.05.2022 07:28:35,16,24,86,Brak,Wschod
18.05.2022 08:28:35,32,31,82,Srednie,Wschod
18.05.2022 09:28:35,27,16,40,Male,Zachod
18.05.2022 10:28:35,26,30,36,Brak,Wschod
18.05.2022 11:28:35,22,8,94,Duze,Zachod
18.05.2022 12:28:35,34,26,22,Male,Poludnie
18.05.2022 13:28:35,19,38,94,Srednie,Poludnie
18.05.2022 14:28:35,34,22,31,Male,Poludnie
18.05.2022 15:28:35,19,32,73,Srednie,Zachod
18.05.2022 16:28:35,16,7,63,Brak,Zachod
18.05.2022 17:28:35,31,8,67,Brak,Polnosc
18.05.2022 18:28:35,20,26,33,Brak,Zachod
18.05.2022 19:28:35,25,38,69,Duze,Wschod
18.05.2022 20:28:35,34,5,36,Brak,Polnosc
18.05.2022 21:28:35,18,21,58,Male,Wschod
18.05.2022 22:28:35,22,18,72,Male,Zachod
18.05.2022 23:28:35,15,25,59,Male,Zachod
19.05.2022 00:28:35,15,21,31,Srednie,Poludnie
19.05.2022 01:28:35,18,15,89,Male,Poludnie
19.05.2022 02:28:35,33,15,79,Srednie,Zachod
19.05.2022 03:28:35,18,19,25,Male,Zachod
19.05.2022 04:28:35,25,38,95,Srednie,Poludnie
19.05.2022 05:28:35,30,8,41,Srednie,Poludnie
19.05.2022 06:28:35,20,22,84,Brak,Wschod
19.05.2022 07:28:35,20,37,36,Male,Polnosc
19.05.2022 08:28:35,27,13,80,Duze,Wschod
19.05.2022 09:28:35,30,30,30,Srednie,Poludnie
19.05.2022 10:28:35,30,35,44,Duze,Zachod
19.05.2022 11:28:35,31,27,82,Duze,Polnosc
19.05.2022 12:28:35,30,16,59,Brak,Zachod
19.05.2022 13:28:35,17,20,52,Male,Wschod
19.05.2022 14:28:35,33,18,58,Srednie,Wschod
19.05.2022 15:28:35,20,7,38,Duze,Polnosc
19.05.2022 16:28:35,18,6,98,Duze,Zachod
19.05.2022 17:28:35,26,13,28,Male,Poludnie
19.05.2022 18:28:35,18,19,48,Srednie,Zachod
19.05.2022 19:28:35,27,24,52,Duze,Poludnie
19.05.2022 20:28:35,16,23,93,Male,Poludnie
19.05.2022 21:28:35,21,6,98,Brak,Wschod
19.05.2022 22:28:35,25,16,63,Srednie,Zachod
19.05.2022 23:28:35,34,38,93,Srednie,Zachod
20.05.2022 00:28:35,18,5,68,Male,Zachod
20.05.2022 01:28:35,30,35,23,Duze,Poludnie
20.05.2022 02:28:35,31,27,27,Male,Poludnie
20.05.2022 03:28:35,24,34,44,Brak,Polnosc
20.05.2022 04:28:35,16,39,91,Srednie,Zachod
20.05.2022 05:28:35,18,23,38,Srednie,Polnosc
20.05.2022 06:28:35,18,4,51,Brak,Poludnie
20.05.2022 07:28:35,27,11,75,Srednie,Zachod
20.05.2022 08:28:35,34,25,46,Duze,Zachod
20.05.2022 09:28:35,27,0,68,Brak,Poludnie
20.05.2022 10:28:35,23,16,58,Srednie,Zachod
20.05.2022 11:28:35,25,18,48,Brak,Polnosc
20.05.2022 12:28:35,21,2,27,Duze,Poludnie
20.05.2022 13:28:35,30,39,58,Brak,Zachod
20.05.2022 14:28:35,27,17,24,Srednie,Zachod
20.05.2022 15:28:35,32,3,39,Duze,Zachod
20.05.2022 16:28:35,27,31,88,Duze,Wschod
20.05.2022 17:28:35,29,17,23,Male,Poludnie
20.05.2022 18:28:35,19,29,25,Duze,Poludnie
20.05.2022 19:28:35,32,0,52,Duze,Wschod
20.05.2022 20:28:35,27,18,86,Brak,Polnosc
20.05.2022 21:28:35,18,33,86,Brak,Polnosc
20.05.2022 22:28:35,28,26,57,Duze,Poludnie
20.05.2022 23:28:35,28,2,72,Male,Poludnie
21.05.2022 00:28:35,23,26,70,Srednie,Polnosc
21.05.2022 01:28:35,19,33,71,Duze,Wschod
21.05.2022 02:28:35,24,2,89,Male,Poludnie
21.05.2022 03:28:35,15,33,37,Duze,Wschod
21.05.2022 04:28:35,28,28,83,Srednie,Zachod
21.05.2022 05:28:35,34,15,34,Duze,Polnosc
21.05.2022 06:28:35,30,15,27,Male,Zachod
21.05.2022 07:28:35,23,16,92,Srednie,Polnosc
21.05.2022 08:28:35,15,12,76,Duze,Wschod
21.05.2022 09:28:35,19,38,91,Brak,Zachod
21.05.2022 10:28:35,30,16,63,Duze,Wschod
21.05.2022 11:28:35,34,9,72,Male,Poludnie
21.05.2022 12:28:35,17,3,47,Brak,Polnosc
21.05.2022 13:28:35,19,27,52,Duze,Polnosc
21.05.2022 14:28:35,15,34,40,Brak,Polnosc
21.05.2022 15:28:35,20,12,70,Srednie,Polnosc
21.05.2022 16:28:35,22,22,71,Brak,Polnosc
21.05.2022 17:28:35,30,28,70,Male,Wschod
21.05.2022 18:28:35,30,35,97,Brak,Polnosc
21.05.2022 19:28:35,23,33,27,Male,Poludnie
21.05.2022 20:28:35,15,13,84,Brak,Zachod
21.05.2022 21:28:35,27,19,73,Brak,Zachod
21.05.2022 22:28:35,23,6,62,Male,Zachod
21.05.2022 23:28:35,25,17,58,Brak,Polnosc
22.05.2022 00:28:35,21,15,77,Brak,Poludnie
22.05.2022 01:28:35,15,13,87,Brak,Wschod
22.05.2022 02:28:35,26,0,24,Duze,Poludnie
22.05.2022 03:28:35,18,16,63,Brak,Poludnie
22.05.2022 04:28:35,34,22,64,Duze,Poludnie
22.05.2022 05:28:35,30,4,21,Brak,Wschod
22.05.2022 06:28:35,34,20,31,Srednie,Wschod
22.05.2022 07:28:35,28,10,54,Duze,Wschod
22.05.2022 08:28:35,21,21,53,Male,Polnosc
22.05.2022 09:28:35,33,15,43,Male,Zachod
22.05.2022 10:28:35,25,8,58,Male,Zachod
22.05.2022 11:28:35,28,38,63,Male,Zachod
22.05.2022 12:28:35,18,16,28,Male,Wschod
22.05.2022 13:28:35,20,37,43,Brak,Poludnie
22.05.2022 14:28:35,25,31,93,Brak,Polnosc
22.05.2022 15:28:35,26,27,59,Male,Wschod
22.05.2022 16:28:35,21,28,38,Male,Poludnie
22.05.2022 17:28:35,21,8,62,Duze,Poludnie
22.05.2022 18:28:35,20,38,22,Srednie,Poludnie
22.05.2022 19:28:35,19,12,44,Duze,Polnosc
22.05.2022 20:28:35,31,17,58,Duze,Zachod
22.05.2022 21:28:35,32,29,24,Brak,Zachod
22.05.2022 22:28:35,17,14,26,Duze,Polnosc
22.05.2022 23:28:35,15,24,25,Srednie,Poludnie
23.05.2022 00:28:35,15,30,70,Male,Polnosc
23.05.2022 01:28:35,30,16,63,Brak,Polnosc
23.05.2022 02:28:35,25,6,95,Brak,Wschod
23.05.2022 03:28:35,18,17,23,Duze,Wschod
23.05.2022 04:28:35,15,32,39,Srednie,Wschod
23.05.2022 05:28:35,30,9,70,Duze,Wschod
23.05.2022 06:28:35,30,8,98,Brak,Poludnie
23.05.2022 07:28:35,27,24,25,Duze,Zachod
23.05.2022 08:28:35,27,19,64,Srednie,Zachod
23.05.2022 09:28:35,17,8,22,Duze,Wschod
23.05.2022 10:28:35,34,26,38,Brak,Poludnie
23.05.2022 11:28:35,18,35,53,Brak,Wschod
23.05.2022 12:28:35,15,39,72,Srednie,Wschod
23.05.2022 13:28:35,33,38,85,Srednie,Zachod
23.05.2022 14:28:35,33,1,95,Brak,Wschod
23.05.2022 15:28:35,33,39,62,Brak,Wschod
23.05.2022 16:28:35,26,31,66,Brak,Poludnie
23.05.2022 17:28:35,31,8,85,Male,Polnosc
23.05.2022 18:28:35,23,38,44,Male,Polnosc
23.05.2022 19:28:35,33,38,41,Srednie,Zachod
23.05.2022 20:28:35,23,25,34,Duze,Polnosc
23.05.2022 21:28:35,31,26,74,Brak,Poludnie
23.05.2022 22:28:35,17,1,33,Srednie,Poludnie
23.05.2022 23:28:35,15,34,83,Srednie,Wschod
24.05.2022 00:28:35,32,16,87,Duze,Poludnie
24.05.2022 01:28:35,28,2,61,Srednie,Zachod
24.05.2022 02:28:35,22,28,65,Brak,Zachod
24.05.2022 03:28:35,34,17,32,Duze,Poludnie
24.05.2022 04:28:35,16,30,70,Brak,Poludnie
24.05.2022 05:28:35,24,30,86,Duze,Zachod
24.05.2022 06:28:35,32,12,68,Srednie,Zachod
24.05.2022 07:28:35,27,30,31,Brak,Zachod
24.05.2022 08:28:35,23,38,29,Male,Polnosc
24.05.2022 09:28:35,31,25,26,Brak,Wschod
24.05.2022 10:28:35,32,36,98,Brak,Poludnie
24.05.2022 11:28:35,21,34,74,Srednie,Wschod
24.05.2022 12:28:35,30,16,96,Brak,Zachod
24.05.2022 13:28:35,23,39,67,Duze,Zachod
24.05.2022 14:28:35,20,0,54,Srednie,Zachod
24.05.2022 15:28:35,28,22,87,Srednie,Polnosc
24.05.2022 16:28:35,27,31,20,Male,Wschod
24.05.2022 17:28:35,29,3,57,Srednie,Polnosc
24.05.2022 18:28:35,17,38,51,Brak,Polnosc
24.05.2022 19:28:35,29,36,94,Brak,Poludnie
24.05.2022 20:28:35,24,32,42,Srednie,Polnosc
24.05.2022 21:28:35,28,24,92,Male,Zachod
24.05.2022 22:28:35,26,25,94,Srednie,Wschod
24.05.2022 23:28:35,27,20,55,Srednie,Polnosc
25.05.2022 00:28:35,23,10,29,Srednie,Polnosc
25.05.2022 01:28:35,24,12,65,Male,Zachod
25.05.2022 02:28:35,28,26,32,Duze,Zachod
25.05.2022 03:28:35,16,3,70,Duze,Wschod
25.05.2022 04:28:35,27,12,28,Duze,Poludnie
25.05.2022 05:28:35,34,13,73,Male,Wschod
25.05.2022 06:28:35,16,31,64,Srednie,Polnosc
25.05.2022 07:28:35,23,10,54,Male,Poludnie
25.05.2022 08:28:35,28,12,52,Duze,Polnosc
25.05.2022 09:28:35,19,1,92,Srednie,Wschod
25.05.2022 10:28:35,15,38,58,Male,Polnosc
25.05.2022 11:28:35,17,22,57,Srednie,Polnosc
25.05.2022 12:28:35,32,5,78,Brak,Wschod
25.05.2022 13:28:35,21,26,78,Srednie,Zachod
25.05.2022 14:28:35,24,39,34,Duze,Poludnie
25.05.2022 15:28:35,34,23,92,Srednie,Polnosc
25.05.2022 16:28:35,15,19,32,Male,Wschod
25.05.2022 17:28:35,17,23,54,Srednie,Wschod
25.05.2022 18:28:35,34,26,88,Srednie,Polnosc
25.05.2022 19:28:35,27,36,47,Brak,Zachod
25.05.2022 20:28:35,23,37,57,Brak,Poludnie
25.05.2022 21:28:35,31,22,89,Brak,Poludnie
25.05.2022 22:28:35,31,16,45,Srednie,Zachod
25.05.2022 23:28:35,20,11,43,Duze,Polnosc
26.05.2022 00:28:35,17,0,65,Duze,Wschod
26.05.2022 01:28:35,17,8,99,Brak,Wschod
26.05.2022 02:28:35,20,0,50,Brak,Polnosc
26.05.2022 03:28:35,25,15,76,Srednie,Zachod
26.05.2022 04:28:35,16,30,52,Srednie,Zachod
26.05.2022 05:28:35,26,0,52,Srednie,Wschod
26.05.2022 06:28:35,16,15,78,Srednie,Zachod
26.05.2022 07:28:35,32,4,48,Srednie,Zachod
26.05.2022 08:28:35,34,12,85,Brak,Wschod
26.05.2022 09:28:35,16,8,57,Duze,Wschod
26.05.2022 10:28:35,24,15,83,Male,Zachod
26.05.2022 11:28:35,26,34,63,Male,Wschod
26.05.2022 12:28:35,23,14,79,Male,Polnosc
26.05.2022 13:28:35,34,38,64,Brak,Polnosc
26.05.2022 14:28:35,15,15,39,Brak,Zachod
26.05.2022 15:28:35,25,34,95,Srednie,Poludnie
26.05.2022 16:28:35,20,33,60,Srednie,Wschod
26.05.2022 17:28:35,19,29,66,Srednie,Polnosc
26.05.2022 18:28:35,24,15,50,Duze,Zachod
26.05.2022 19:28:35,33,36,52,Srednie,Poludnie
26.05.2022 20:28:35,26,18,21,Male,Zachod
26.05.2022 21:28:35,33,8,51,Male,Poludnie
26.05.2022 22:28:35,19,4,94,Srednie,Polnosc
26.05.2022 23:28:35,15,37,31,Srednie,Polnosc
27.05.2022 00:28:35,25,30,58,Brak,Poludnie
27.05.2022 01:28:35,32,21,43,Male,Wschod
27.05.2022 02:28:35,18,1,88,Srednie,Polnosc
27.05.2022 03:28:35,19,14,61,Srednie,Polnosc
27.05.2022 04:28:35,28,3,90,Srednie,Wschod
27.05.2022 05:28:35,29,12,48,Brak,Zachod
27.05.2022 06:28:35,30,5,82,Brak,Wschod
27.05.2022 07:28:35,17,38,32,Srednie,Poludnie
27.05.2022 08:28:35,30,5,32,Male,Poludnie
27.05.2022 09:28:35,21,20,90,Srednie,Wschod
27.05.2022 10:28:35,19,10,30,Duze,Poludnie
27.05.2022 11:28:35,30,1,63,Duze,Polnosc
27.05.2022 12:28:35,20,22,56,Male,Poludnie
27.05.2022 13:28:35,18,32,87,Brak,Polnosc
27.05.2022 14:28:35,15,34,37,Srednie,Poludnie
27.05.2022 15:28:35,17,33,44,Male,Zachod
27.05.2022 16:28:35,21,16,29,Male,Wschod
27.05.2022 17:28:35,28,38,71,Male,Poludnie
27.05.2022 18:28:35,33,12,56,Brak,Zachod
27.05.2022 19:28:35,32,18,83,Srednie,Zachod
27.05.2022 20:28:35,28,39,88,Srednie,Polnosc
27.05.2022 21:28:35,33,28,92,Male,Polnosc
27.05.2022 22:28:35,24,8,98,Srednie,Polnosc
27.05.2022 23:28:35,33,12,74,Brak,Polnosc
28.05.2022 00:28:35,21,3,44,Srednie,Zachod
28.05.2022 01:28:35,32,11,88,Brak,Polnosc
28.05.2022 02:28:35,22,14,87,Brak,Polnosc
28.05.2022 03:28:35,30,5,96,Brak,Zachod
28.05.2022 04:28:35,24,24,96,Srednie,Zachod
28.05.2022 05:28:35,17,20,34,Duze,Zachod
28.05.2022 06:28:35,26,15,34,Duze,Poludnie
28.05.2022 07:28:35,19,36,84,Srednie,Polnosc
28.05.2022 08:28:35,30,11,99,Male,Polnosc
28.05.2022 09:28:35,19,38,43,Srednie,Polnosc
28.05.2022 10:28:35,33,33,50,Duze,Polnosc
28.05.2022 11:28:35,31,6,40,Brak,Wschod
28.05.2022 12:28:35,16,3,91,Male,Polnosc
28.05.2022 13:28:35,24,20,88,Male,Polnosc
28.05.2022 14:28:35,31,26,63,Srednie,Polnosc
28.05.2022 15:28:35,18,12,23,Brak,Polnosc
28.05.2022 16:28:35,26,13,77,Srednie,Polnosc
28.05.2022 17:28:35,16,23,55,Male,Wschod
28.05.2022 18:28:35,30,23,70,Duze,Wschod
28.05.2022 19:28:35,31,9,83,Duze,Wschod
28.05.2022 20:28:35,30,1,50,Male,Polnosc
28.05.2022 21:28:35,23,1,72,Duze,Zachod
28.05.2022 22:28:35,18,1,72,Srednie,Poludnie
28.05.2022 23:28:35,28,36,83,Duze,Wschod
29.05.2022 00:28:35,23,4,65,Brak,Poludnie
29.05.2022 01:28:35,31,25,40,Srednie,Polnosc
29.05.2022 02:28:35,22,0,48,Srednie,Zachod
29.05.2022 03:28:35,29,30,32,Srednie,Zachod
29.05.2022 04:28:35,23,29,28,Duze,Wschod
29.05.2022 05:28:35,21,37,70,Male,Polnosc
29.05.2022 06:28:35,26,33,63,Brak,Zachod
29.05.2022 07:28:35,15,38,30,Male,Zachod
29.05.2022 08:28:35,25,0,62,Duze,Wschod
29.05.2022 09:28:35,33,3,94,Duze,Poludnie
29.05.2022 10:28:35,31,4,94,Male,Poludnie
29.05.2022 11:28:35,29,15,22,Male,Polnosc
29.05.2022 12:28:35,33,28,62,Brak,Zachod
29.05.2022 13:28:35,24,15,37,Male,Polnosc
29.05.2022 14:28:35,21,37,22,Male,Wschod
29.05.2022 15:28:35,21,0,81,Male,Polnosc
29.05.2022 16:28:35,21,25,52,Male,Polnosc
29.05.2022 17:28:35,19,18,46,Srednie,Poludnie
29.05.2022 18:28:35,22,22,51,Duze,Poludnie
29.05.2022 19:28:35,32,13,69,Duze,Polnosc
29.05.2022 20:28:35,15,29,82,Male,Zachod
29.05.2022 21:28:35,27,3,39,Male,Zachod
29.05.2022 22:28:35,26,28,25,Duze,Zachod
29.05.2022 23:28:35,16,21,24,Male,Zachod
30.05.2022 00:28:35,16,10,32,Male,Zachod
30.05.2022 01:28:35,21,15,25,Brak,Wschod
30.05.2022 02:28:35,33,30,58,Male,Polnosc
30.05.2022 03:28:35,34,19,88,Duze,Zachod
30.05.2022 04:28:35,31,13,55,Male,Polnosc
30.05.2022 05:28:35,30,17,80,Brak,Zachod
30.05.2022 06:28:35,15,23,42,Male,Poludnie
30.05.2022 07:28:35,19,24,39,Duze,Zachod
30.05.2022 08:28:35,24,2,44,Srednie,Polnosc
30.05.2022 09:28:35,31,15,36,Brak,Wschod
30.05.2022 10:28:35,21,12,79,Brak,Wschod
30.05.2022 11:28:35,29,27,57,Brak,Wschod
30.05.2022 12:28:35,29,38,37,Srednie,Zachod
30.05.2022 13:28:35,24,4,48,Srednie,Wschod
30.05.2022 14:28:35,17,32,70,Male,Poludnie
30.05.2022 15:28:35,27,30,72,Duze,Polnosc
30.05.2022 16:28:35,26,6,85,Brak,Poludnie
30.05.2022 17:28:35,34,13,77,Duze,Wschod
30.05.2022 18:28:35,34,11,55,Male,Poludnie
30.05.2022 19:28:35,25,20,97,Srednie,Zachod
30.05.2022 20:28:35,18,27,53,Duze,Polnosc
30.05.2022 21:28:35,20,9,43,Duze,Poludnie
30.05.2022 22:28:35,29,29,60,Brak,Zachod
30.05.2022 23:28:35,25,19,93,Male,Wschod
31.05.2022 00:28:35,29,5,40,Male,Polnosc
31.05.2022 01:28:35,19,24,20,Duze,Wschod
31.05.2022 02:28:35,31,8,63,Duze,Polnosc
31.05.2022 03:28:35,22,7,48,Srednie,Zachod
31.05.2022 04:28:35,26,20,55,Brak,Poludnie
31.05.2022 05:28:35,23,10,73,Srednie,Wschod
31.05.2022 06:28:35,34,18,54,Male,Zachod
31.05.2022 07:28:35,21,24,77,Duze,Wschod
31.05.2022 08:28:35,28,22,79,Brak,Zachod
31.05.2022 09:28:35,33,27,38,Duze,Wschod
31.05.2022 10:28:35,18,0,23,Male,Wschod
31.05.2022 11:28:35,24,12,43,Male,Polnosc
31.05.2022 12:28:35,31,39,81,Duze,Polnosc
31.05.2022 13:28:35,27,32,86,Duze,Zachod
31.05.2022 14:28:35,23,25,36,Duze,Wschod
31.05.2022 15:28:35,22,31,44,Male,Wschod
31.05.2022 16:28:35,21,29,44,Duze,Polnosc
31.05.2022 17:28:35,20,11,81,Male,Polnosc
31.05.2022 18:28:35,29,27,54,Srednie,Zachod
31.05.2022 19:28:35,26,38,90,Brak,Polnosc
31.05.2022 20:28:35,15,24,75,Male,Wschod
31.05.2022 21:28:35,29,17,35,Male,Wschod
31.05.2022 22:28:35,17,27,75,Male,Wschod
31.05.2022 23:28:35,29,4,40,Male,Poludnie
01.06.2022 00:28:35,17,36,20,Brak,Zachod
01.06.2022 01:28:35,19,25,56,Duze,Poludnie
01.06.2022 02:28:35,34,35,69,Brak,Polnosc
01.06.2022 03:28:35,22,14,92,Duze,Zachod
01.06.2022 04:28:35,34,6,23,Brak,Zachod
01.06.2022 05:28:35,16,37,29,Male,Wschod
01.06.2022 06:28:35,32,39,41,Srednie,Wschod
01.06.2022 07:28:35,22,15,45,Male,Poludnie
01.06.2022 08:28:35,24,23,45,Male,Zachod
01.06.2022 09:28:35,15,20,77,Duze,Wschod
01.06.2022 10:28:35,30,23,23,Srednie,Wschod
01.06.2022 11:28:35,19,29,34,Male,Poludnie
01.06.2022 12:28:35,15,10,95,Srednie,Poludnie
01.06.2022 13:28:35,20,34,37,Brak,Zachod
01.06.2022 14:28:35,24,38,47,Duze,Poludnie
01.06.2022 15:28:35,20,5,81,Duze,Polnosc
01.06.2022 16:28:35,26,1,65,Srednie,Polnosc
01.06.2022 17:28:35,15,21,31,Srednie,Zachod
01.06.2022 18:28:35,33,5,41,Brak,Wschod
01.06.2022 19:28:35,32,18,42,Duze,Wschod
01.06.2022 20:28:35,27,17,29,Duze,Poludnie
01.06.2022 21:28:35,31,8,67,Male,Polnosc
01.06.2022 22:28:35,29,9,39,Male,Wschod
01.06.2022 23:28:35,21,26,60,Male,Poludnie
02.06.2022 00:28:35,27,33,84,Duze,Zachod
02.06.2022 01:28:35,28,18,40,Brak,Wschod
02.06.2022 02:28:35,33,25,71,Srednie,Poludnie
02.06.2022 03:28:35,24,27,85,Duze,Poludnie
02.06.2022 04:28:35,29,25,69,Srednie,Wschod
02.06.2022 05:28:35,27,35,46,Brak,Polnosc
02.06.2022 06:28:35,33,32,40,Srednie,Zachod
02.06.2022 07:28:35,24,24,84,Male,Zachod
02.06.2022 08:28:35,24,32,90,Srednie,Zachod
02.06.2022 09:28:35,20,16,43,Brak,Zachod
02.06.2022 10:28:35,30,13,79,Srednie,Zachod
02.06.2022 11:28:35,17,26,23,Male,Poludnie
02.06.2022 12:28:35,28,15,44,Brak,Zachod
02.06.2022 13:28:35,24,24,81,Male,Wschod
02.06.2022 14:28:35,18,38,23,Duze,Polnosc
02.06.2022 15:28:35,22,7,37,Brak,Polnosc
02.06.2022 16:28:35,29,39,78,Male,Wschod
02.06.2022 17:28:35,32,31,94,Srednie,Poludnie
02.06.2022 18:28:35,28,13,21,Male,Poludnie
02.06.2022 19:28:35,18,20,53,Duze,Poludnie
02.06.2022 20:28:35,18,19,44,Srednie,Poludnie
02.06.2022 21:28:35,16,3,93,Duze,Polnosc
02.06.2022 22:28:35,17,6,78,Brak,Polnosc
02.06.2022 23:28:35,25,22,97,Srednie,Polnosc
03.06.2022 00:28:35,34,26,83,Duze,Poludnie
03.06.2022 01:28:35,29,39,96,Brak,Wschod
03.06.2022 02:28:35,18,2,49,Brak,Wschod
03.06.2022 03:28:35,22,23,36,Male,Polnosc
03.06.2022 04:28:35,23,19,95,Duze,Zachod
03.06.2022 05:28:35,26,18,87,Duze,Zachod
03.06.2022 06:28:35,25,15,68,Duze,Polnosc
03.06.2022 07:28:35,23,14,48,Male,Poludnie
03.06.2022 08:28:35,33,25,78,Srednie,Poludnie
03.06.2022 09:28:35,19,36,86,Male,Poludnie
03.06.2022 10:28:35,31,0,35,Srednie,Poludnie
03.06.2022 11:28:35,15,5,44,Duze,Poludnie
03.06.2022 12:28:35,21,8,71,Duze,Poludnie
03.06.2022 13:28:35,29,14,45,Male,Wschod
03.06.2022 14:28:35,22,27,26,Duze,Wschod
03.06.2022 15:28:35,16,39,36,Srednie,Wschod
03.06.2022 16:28:35,27,5,67,Duze,Zachod
03.06.2022 17:28:35,22,3,94,Srednie,Zachod
03.06.2022 18:28:35,27,10,84,Duze,Wschod
03.06.2022 19:28:35,16,22,72,Brak,Polnosc
03.06.2022 20:28:35,23,26,64,Brak,Wschod
03.06.2022 21:28:35,30,1,65,Srednie,Zachod
03.06.2022 22:28:35,27,23,32,Srednie,Zachod
03.06.2022 23:28:35,33,20,26,Brak,Poludnie
04.06.2022 00:28:35,26,5,55,Srednie,Wschod
04.06.2022 01:28:35,21,30,74,Duze,Zachod
04.06.2022 02:28:35,22,12,30,Male,Polnosc
04.06.2022 03:28:35,17,16,85,Duze,Poludnie
04.06.2022 04:28:35,32,31,26,Srednie,Wschod
04.06.2022 05:28:35,26,30,41,Male,Wschod
04.06.2022 06:28:35,32,20,38,Duze,Polnosc
04.06.2022 07:28:35,18,4,71,Male,Polnosc
04.06.2022 08:28:35,29,32,91,Brak,Poludnie
04.06.2022 09:28:35,19,18,70,Srednie,Polnosc
04.06.2022 10:28:35,23,8,89,Male,Wschod
04.06.2022 11:28:35,34,9,62,Srednie,Zachod
04.06.2022 12:28:35,17,31,48,Male,Wschod
04.06.2022 13:28:35,26,38,20,Brak,Polnosc
04.06.2022 14:28:35,34,39,85,Duze,Polnosc
04.06.2022 15:28:35,32,12,39,Duze,Wschod
04.06.2022 16:28:35,31,37,79,Srednie,Wschod
04.06.2022 17:28:35,34,17,91,Male,Zachod
04.06.2022 18:28:35,30,35,84,Brak,Polnosc
04.06.2022 19:28:35,21,9,52,Brak,Polnosc
04.06.2022 20:28:35,16,35,93,Srednie,Zachod
04.06.2022 21:28:35,16,2,21,Brak,Polnosc
04.06.2022 22:28:35,16,26,40,Srednie,Polnosc
04.06.2022 23:28:35,29,4,43,Male,Wschod
05.06.2022 00:28:35,24,32,84,Male,Poludnie
05.06.2022 01:28:35,30,29,42,Duze,Zachod
05.06.2022 02:28:35,29,20,48,Duze,Poludnie
05.06.2022 03:28:35,27,3,23,Srednie,Polnosc
05.06.2022 04:28:35,26,28,34,Srednie,Polnosc
05.06.2022 05:28:35,22,1,45,Duze,Zachod
05.06.2022 06:28:35,17,18,23,Duze,Polnosc
05.06.2022 07:28:35,31,9,57,Brak,Polnosc
05.06.2022 08:28:35,18,15,85,Male,Polnosc
05.06.2022 09:28:35,23,33,34,Brak,Polnosc
